40754,35.7,51.3,1191.,2010-01-05 12:00,,6,300,9,16.0,-7.8,880.8,1013.1,7,-0.6,0.0,nul,null,null,null,null,0,0,0,5,null
40754,35.7,51.3,1191.,2010-01-05 15:00,,5,290,2,12.6,-5.6,881.5,1014.6,2,0.7,null,nul,null,null,null,16.4,0,0,0,5,null
,,,,,سازمان ,,,,,,,,,,,,,,,,,,,,
,,,,,دفتر فناوری اطلاعات و ارتباطات,,,,,,,,,,,,,,,,,,,,
station_i,lat,lon,hight,data,,n,dd,ff,t,td,p0,p,a,ppp,rrr,ww,w1,w2,tmin,tmax,nh,cl,cm,ch,rrr24
40754,35.7,51.3,1191.,2010-01-05 18:00,,6,50,2,12.0,-4.7,882.0,1015.1,3,0.5,0.0,nul,null,null,null,null,2,0,3,6,null
40754,35.7,51.3,1191.,2010-01-05 21:00,,7,320,2,10.0,-4.0,882.1,1014.7,0,0.1,null,5,2,2,null,null,3,0,3,6,null
40754,35.7,51.3,1191.,2010-01-06 00:00,,6,0,0,10.4,-3.3,882.2,1014.6,0,0.1,0.0,5,2,2,null,null,2,0,3,6,null
40754,35.7,51.3,1191.,2010-01-06 03:00,,3,0,0,7.4,-1.8,882.6,1016.6,1,0.4,null,5,2,1,6.8,null,2,0,3,1,null
40754,35.7,51.3,1191.,2010-01-06 06:00,,3,270,4,8.0,-0.4,884.0,1018.1,2,1.4,0.0,5,1,1,null,null,1,1,3,0,0.0
40754,35.7,51.3,1191.,2010-01-06 09:00,,2,270,7,11.6,-0.7,883.2,1016.8,8,-0.8,null,5,1,1,null,null,2,1,3,0,null
40754,35.7,51.3,1191.,2010-01-06 12:00,,3,270,9,13.6,-0.8,882.7,1015.7,5,-0.5,0.0,nul,null,null,null,null,2,1,3,0,null
40754,35.7,51.3,1191.,2010-01-06 15:00,,2,270,7,9.0,-2.4,884.5,1019.7,2,1.8,null,nul,null,null,null,14.0,2,4,0,0,null
40754,35.7,51.3,1191.,2010-01-06 18:00,,0,280,4,5.0,-2.9,885.9,1022.2,2,1.4,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-06 21:00,,0,270,4,3.2,-3.0,886.3,1022.2,1,0.4,null,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-07 00:00,,0,310,2,4.2,-4.4,886.6,1021.8,3,0.3,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-07 03:00,,0,120,2,5.0,-3.2,887.5,1023.8,2,0.9,null,nul,null,null,3.0,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-07 06:00,,0,190,2,6.0,-4.3,889.4,1026.8,2,1.9,0.0,nul,null,null,null,null,nul,null,null,null,0.0
40754,35.7,51.3,1191.,2010-01-07 09:00,,0,210,4,8.0,-3.0,888.5,1025.6,8,-0.9,null,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-07 12:00,,0,180,4,9.2,-3.2,887.5,1023.9,6,-1.0,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-07 15:00,,0,0,0,6.9,-2.6,888.1,1025.0,3,0.6,null,nul,null,null,null,9.6,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-07 18:00,,0,0,0,5.0,-2.0,888.8,1026.0,2,0.7,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-07 21:00,,0,0,0,4.4,-2.4,888.8,1025.7,4,0.0,null,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-08 00:00,,0,0,0,3.6,-2.5,888.9,1025.7,3,0.1,0.0,nul,null,null,null,null,nul,null,null,null,null
,,,,,سازمان ,,,,,,,,,,,,,,,,,,,,
,,,,,دفتر فناوری اطلاعات و ارتباطات,,,,,,,,,,,,,,,,,,,,
station_i,lat,lon,hight,data,,n,dd,ff,t,td,p0,p,a,ppp,rrr,ww,w1,w2,tmin,tmax,nh,cl,cm,ch,rrr24
40754,35.7,51.3,1191.,2010-01-08 03:00,,0,0,0,3.6,-3.2,889.2,1026.6,3,0.3,null,nul,null,null,3.0,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-08 06:00,,1,0,0,6.4,-3.0,890.5,1027.9,2,1.3,0.0,5,0,0,null,null,0,0,0,1,0.0
40754,35.7,51.3,1191.,2010-01-08 09:00,,0,210,3,9.2,-2.9,889.5,1026.2,8,-1.0,null,5,0,0,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-08 12:00,,0,220,3,10.6,-3.1,888.1,1024.4,6,-1.4,0.0,5,0,0,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-08 15:00,,3,160,2,8.0,-3.0,889.1,1026.2,2,1.0,null,5,1,0,null,11.6,3,0,3,1,null
40754,35.7,51.3,1191.,2010-01-08 18:00,,0,0,0,5.8,-2.2,890.3,1027.4,2,1.2,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-08 21:00,,0,310,3,5.6,-2.8,890.1,1026.6,8,-0.2,null,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-09 00:00,,4,0,0,6.0,-2.5,890.0,1026.0,8,-0.1,0.0,nul,null,null,null,null,1,4,3,0,null
40754,35.7,51.3,1191.,2010-01-09 03:00,,5,0,0,4.8,-2.9,890.4,1027.4,2,0.4,null,nul,null,null,4.0,null,2,4,3,0,null
40754,35.7,51.3,1191.,2010-01-09 06:00,,4,230,2,7.8,-2.6,892.1,1029.2,2,1.7,0.0,5,1,0,null,null,1,0,3,2,0.0
40754,35.7,51.3,1191.,2010-01-09 09:00,,5,180,4,10.0,-3.7,891.1,1027.5,7,-1.0,null,5,1,0,null,null,1,1,0,4,null
40754,35.7,51.3,1191.,2010-01-09 12:00,,6,230,4,10.4,-3.8,890.4,1026.5,7,-0.7,0.0,5,2,1,null,null,1,1,0,6,null
40754,35.7,51.3,1191.,2010-01-09 15:00,,6,260,2,8.0,-2.7,891.2,1028.3,2,0.8,null,5,2,1,null,12.0,1,4,3,6,null
40754,35.7,51.3,1191.,2010-01-09 18:00,,2,90,2,6.4,-1.1,892.0,1028.9,1,0.8,0.0,5,1,1,null,null,0,0,0,1,null
40754,35.7,51.3,1191.,2010-01-09 21:00,,0,320,2,4.6,-3.5,891.6,1028.4,8,-0.4,null,5,0,0,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-10 00:00,,0,0,0,3.4,-4.5,891.0,1027.9,6,-0.6,0.0,5,0,0,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-10 03:00,,0,0,0,3.8,-5.0,891.0,1028.4,5,-0.0,null,5,0,0,2.6,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-10 06:00,,0,130,3,5.8,-3.5,892.0,1029.4,2,1.0,0.0,5,0,0,null,null,nul,null,null,null,0.0
40754,35.7,51.3,1191.,2010-01-10 09:00,,0,210,2,8.4,-3.8,891.0,1028.1,8,-1.0,null,5,0,0,null,null,nul,null,null,null,null
,,,,,سازمان ,,,,,,,,,,,,,,,,,,,,
,,,,,دفتر فناوری اطلاعات و ارتباطات,,,,,,,,,,,,,,,,,,,,
station_i,lat,lon,hight,data,,n,dd,ff,t,td,p0,p,a,ppp,rrr,ww,w1,w2,tmin,tmax,nh,cl,cm,ch,rrr24
40754,35.7,51.3,1191.,2010-01-10 12:00,,2,260,2,9.8,-3.7,889.6,1026.4,6,-1.4,0.0,5,0,0,null,null,0,0,0,1,null
40754,35.7,51.3,1191.,2010-01-10 15:00,,1,0,0,7.2,-1.2,889.8,1027.2,3,0.2,null,5,0,0,null,10.6,0,0,0,2,null
40754,35.7,51.3,1191.,2010-01-10 18:00,,0,0,0,5.6,-1.5,889.8,1027.1,4,0.0,0.0,5,0,0,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-10 21:00,,0,0,0,3.6,-2.8,889.9,1027.1,3,0.1,null,5,0,0,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-11 00:00,,0,0,0,3.0,-4.3,888.2,1024.9,7,-1.7,0.0,5,0,0,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-11 03:00,,0,0,0,2.8,-6.1,887.7,1025.1,6,-0.5,null,5,0,0,2.6,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-11 06:00,,4,0,0,7.4,-3.5,888.4,1025.1,2,0.7,0.0,5,0,0,null,null,0,0,0,6,0.0
40754,35.7,51.3,1191.,2010-01-11 09:00,,4,210,3,9.8,-6.0,886.5,1022.8,8,-1.9,null,5,1,1,null,null,0,0,0,2,null
40754,35.7,51.3,1191.,2010-01-11 12:00,,4,210,2,10.6,-7.1,884.4,1020.4,7,-2.1,0.0,5,1,1,null,null,0,0,0,2,null
40754,35.7,51.3,1191.,2010-01-11 15:00,,2,220,3,7.8,-5.1,884.6,1021.3,1,0.2,null,nul,null,null,null,11.4,0,0,0,1,null
40754,35.7,51.3,1191.,2010-01-11 18:00,,0,300,2,6.0,-4.6,884.9,1021.0,1,0.3,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-11 21:00,,0,300,2,4.6,-4.9,884.3,1020.0,6,-0.6,null,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-12 00:00,,3,310,2,4.8,-4.9,883.8,1019.2,8,-0.5,0.0,nul,null,null,null,null,0,0,0,1,null
40754,35.7,51.3,1191.,2010-01-12 03:00,,4,0,0,4.6,-5.6,884.1,1020.3,3,0.3,null,nul,null,null,4.0,null,2,0,3,1,null
40754,35.7,51.3,1191.,2010-01-12 06:00,,7,0,0,6.4,-4.3,885.3,1021.7,2,1.2,0.0,5,2,1,null,null,5,0,7,6,0.0
40754,35.7,51.3,1191.,2010-01-12 09:00,,7,0,0,9.8,-4.0,884.0,1019.6,7,-1.3,null,5,2,2,null,null,1,5,7,0,null
40754,35.7,51.3,1191.,2010-01-12 12:00,,7,110,2,11.6,-4.6,882.7,1017.7,7,-1.3,0.0,5,2,2,null,null,2,5,7,5,null
40754,35.7,51.3,1191.,2010-01-12 15:00,,5,0,0,9.2,-3.9,883.8,1019.6,2,1.1,null,5,2,2,null,11.8,1,5,0,5,null
40754,35.7,51.3,1191.,2010-01-12 18:00,,7,120,2,7.0,-2.7,885.3,1021.4,2,1.5,0.0,5,2,2,null,null,1,5,0,6,null
,,,,,سازمان ,,,,,,,,,,,,,,,,,,,,
,,,,,دفتر فناوری اطلاعات و ارتباطات,,,,,,,,,,,,,,,,,,,,
station_i,lat,lon,hight,data,,n,dd,ff,t,td,p0,p,a,ppp,rrr,ww,w1,w2,tmin,tmax,nh,cl,cm,ch,rrr24
40754,35.7,51.3,1191.,2010-01-12 21:00,,7,0,0,6.4,-4.0,884.6,1019.9,8,-0.7,null,5,2,2,null,null,1,5,0,6,null
40754,35.7,51.3,1191.,2010-01-13 00:00,,8,280,2,5.8,-2.4,884.4,1019.3,5,-0.2,0.0,5,2,2,null,null,1,5,7,7,null
40754,35.7,51.3,1191.,2010-01-13 03:00,,8,150,2,5.6,-4.1,884.6,1020.2,3,0.2,null,5,2,2,5.0,null,1,5,5,7,null
40754,35.7,51.3,1191.,2010-01-13 06:00,,8,280,2,5.8,-4.9,886.0,1022.4,2,1.4,0.0,5,2,2,null,null,2,1,3,7,0.0
40754,35.7,51.3,1191.,2010-01-13 09:00,,8,220,3,7.2,-4.9,885.0,1021.0,8,-1.0,null,5,2,2,null,null,2,1,7,7,null
40754,35.7,51.3,1191.,2010-01-13 12:00,,8,150,3,8.4,-4.5,883.2,1018.8,7,-1.8,0.0,5,2,2,null,null,3,5,1,null,null
40754,35.7,51.3,1191.,2010-01-13 15:00,,8,0,0,6.8,-3.7,884.0,1020.2,2,0.8,null,5,2,2,null,8.6,2,5,1,null,null
40754,35.7,51.3,1191.,2010-01-13 18:00,,8,0,0,6.4,-4.7,884.4,1020.7,1,0.4,0.0,5,2,2,null,null,1,5,1,null,null
40754,35.7,51.3,1191.,2010-01-13 21:00,,8,0,0,6.8,-3.4,883.5,1019.2,7,-0.9,null,5,2,2,null,null,1,5,1,null,null
40754,35.7,51.3,1191.,2010-01-14 00:00,,8,0,0,6.6,-4.7,882.4,1017.7,7,-1.1,0.0,5,2,2,null,null,2,5,1,null,null
40754,35.7,51.3,1191.,2010-01-14 03:00,,7,0,0,5.6,-4.4,882.2,1018.1,8,-0.2,null,nul,null,null,5.4,null,1,5,7,0,null
40754,35.7,51.3,1191.,2010-01-14 06:00,,7,0,0,7.8,-5.9,885.3,1021.2,2,3.1,0.0,5,2,2,null,null,3,5,7,0,0.0
40754,35.7,51.3,1191.,2010-01-14 09:00,,2,0,0,12.8,-7.0,884.0,1018.4,8,-1.3,null,5,2,1,null,null,2,1,0,0,null
40754,35.7,51.3,1191.,2010-01-14 12:00,,6,300,6,14.6,-6.3,882.7,1016.5,7,-1.3,0.0,nul,null,null,null,null,3,1,3,6,null
40754,35.7,51.3,1191.,2010-01-14 15:00,,4,240,3,11.4,-6.8,883.7,1018.7,2,1.0,null,nul,null,null,null,15.0,1,4,0,8,null
40754,35.7,51.3,1191.,2010-01-14 18:00,,2,100,2,11.4,-1.4,883.9,1018.3,2,0.2,0.0,nul,null,null,null,null,0,0,0,1,null
40754,35.7,51.3,1191.,2010-01-14 21:00,,6,360,3,9.2,-2.8,885.1,1019.0,1,1.2,null,nul,null,null,null,null,1,5,7,5,null
40754,35.7,51.3,1191.,2010-01-15 00:00,,2,30,2,9.2,-0.2,884.6,1017.9,6,-0.5,0.0,nul,null,null,null,null,2,0,3,0,null
40754,35.7,51.3,1191.,2010-01-15 03:00,,4,20,2,8.6,0.1,885.3,1019.6,2,0.7,null,nul,null,null,7.8,null,1,5,3,1,null
,,,,,سازمان ,,,,,,,,,,,,,,,,,,,,
,,,,,دفتر فناوری اطلاعات و ارتباطات,,,,,,,,,,,,,,,,,,,,
station_i,lat,lon,hight,data,,n,dd,ff,t,td,p0,p,a,ppp,rrr,ww,w1,w2,tmin,tmax,nh,cl,cm,ch,rrr24
40754,35.7,51.3,1191.,2010-01-15 06:00,,7,320,3,11.0,-0.1,887.0,1021.0,2,1.7,0.0,5,2,1,null,null,2,3,6,0,0.0
40754,35.7,51.3,1191.,2010-01-15 09:00,,7,300,8,15.0,-3.7,885.7,1019.1,8,-1.3,null,5,2,2,null,null,2,1,7,5,null
40754,35.7,51.3,1191.,2010-01-15 12:00,,6,250,7,15.6,-5.0,885.3,1018.6,6,-0.4,0.0,nul,null,null,null,null,3,1,5,5,null
40754,35.7,51.3,1191.,2010-01-15 15:00,,4,280,2,12.4,0.8,885.9,1020.1,3,0.6,null,nul,null,null,null,16.0,2,4,0,8,null
40754,35.7,51.3,1191.,2010-01-15 18:00,,6,330,2,12.4,0.8,886.5,1020.1,2,0.6,0.0,nul,null,null,null,null,2,4,7,5,null
40754,35.7,51.3,1191.,2010-01-15 21:00,,7,230,6,11.2,0.2,888.0,1021.2,2,1.5,null,80,2,1,null,null,3,3,7,6,null
40754,35.7,51.3,1191.,2010-01-16 00:00,,6,30,3,9.0,5.2,888.2,1021.7,0,0.2,4.0,21,8,6,null,null,3,3,7,5,null
40754,35.7,51.3,1191.,2010-01-16 03:00,,6,310,3,9.0,5.7,888.0,1022.2,5,-0.2,null,nul,null,null,8.4,null,3,3,7,5,null
40754,35.7,51.3,1191.,2010-01-16 06:00,,5,260,2,10.0,5.9,889.1,1023.2,2,1.1,0.0,5,2,2,null,null,3,2,7,0,3.8
40754,35.7,51.3,1191.,2010-01-16 09:00,,4,240,5,15.6,3.8,888.3,1021.3,8,-0.8,null,5,1,1,null,null,2,1,0,2,null
40754,35.7,51.3,1191.,2010-01-16 12:00,,6,250,7,16.4,0.9,887.5,1020.8,5,-0.8,0.0,nul,null,null,null,null,2,1,0,6,null
40754,35.7,51.3,1191.,2010-01-16 15:00,,6,290,4,12.8,3.0,887.8,1022.0,3,0.3,null,nul,null,null,null,17.0,2,4,3,6,null
40754,35.7,51.3,1191.,2010-01-16 18:00,,3,320,3,11.8,3.8,888.9,1023.2,2,1.1,0.0,nul,null,null,null,null,2,4,3,0,null
40754,35.7,51.3,1191.,2010-01-16 21:00,,0,330,2,10.6,3.3,889.0,1022.3,3,0.1,null,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-17 00:00,,0,0,0,10.4,3.5,888.9,1022.0,7,-0.1,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-17 03:00,,3,0,0,8.4,1.0,889.4,1024.0,3,0.5,null,nul,null,null,8.0,null,2,4,3,0,null
40754,35.7,51.3,1191.,2010-01-17 06:00,,6,150,3,10.2,4.8,891.2,1025.8,2,1.8,0.0,5,1,0,null,null,1,1,0,6,0.0
40754,35.7,51.3,1191.,2010-01-17 09:00,,7,230,6,15.8,1.8,890.5,1024.0,8,-0.7,null,5,2,2,null,null,2,1,3,5,null
40754,35.7,51.3,1191.,2010-01-17 12:00,,4,280,7,17.0,-4.6,889.3,1022.5,7,-1.2,0.0,nul,null,null,null,null,0,0,0,5,null
,,,,,سازمان ,,,,,,,,,,,,,,,,,,,,
,,,,,دفتر فناوری اطلاعات و ارتباطات,,,,,,,,,,,,,,,,,,,,
station_i,lat,lon,hight,data,,n,dd,ff,t,td,p0,p,a,ppp,rrr,ww,w1,w2,tmin,tmax,nh,cl,cm,ch,rrr24
40754,35.7,51.3,1191.,2010-01-17 15:00,,2,330,4,13.6,-0.5,890.1,1024.7,3,0.8,null,nul,null,null,null,17.4,0,0,0,1,null
40754,35.7,51.3,1191.,2010-01-17 18:00,,0,100,2,12.0,4.1,891.2,1025.8,2,1.1,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-17 21:00,,0,50,2,10.0,2.0,891.3,1025.0,3,0.1,null,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-18 00:00,,0,50,2,8.8,2.0,891.2,1024.9,6,-0.1,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-18 03:00,,0,20,2,8.2,1.8,891.0,1025.7,7,-0.2,null,nul,null,null,8.0,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-18 06:00,,6,150,2,11.8,2.2,891.5,1025.8,2,0.5,0.0,5,1,0,null,null,0,0,0,5,0.0
40754,35.7,51.3,1191.,2010-01-18 09:00,,4,170,4,14.0,2.5,890.9,1025.0,8,-0.6,null,5,1,1,null,null,0,0,0,2,null
40754,35.7,51.3,1191.,2010-01-18 12:00,,5,210,3,15.0,2.9,888.9,1022.7,6,-2.0,0.0,5,1,1,null,null,0,0,0,5,null
40754,35.7,51.3,1191.,2010-01-18 15:00,,7,140,2,12.0,6.4,888.6,1023.2,5,-0.3,null,5,2,2,null,15.4,2,0,3,6,null
40754,35.7,51.3,1191.,2010-01-18 18:00,,5,350,2,10.0,3.6,888.0,1022.2,7,-0.6,0.0,5,2,1,null,null,2,0,3,8,null
40754,35.7,51.3,1191.,2010-01-18 21:00,,4,0,0,9.2,3.6,887.2,1020.9,8,-0.8,null,5,1,1,null,null,1,0,3,1,null
40754,35.7,51.3,1191.,2010-01-19 00:00,,5,0,0,9.8,2.8,885.4,1018.5,7,-1.8,0.0,nul,null,null,null,null,2,0,3,8,null
40754,35.7,51.3,1191.,2010-01-19 03:00,,7,130,3,9.4,2.3,884.5,1018.3,7,-0.9,null,nul,null,null,8.2,null,4,0,7,6,null
40754,35.7,51.3,1191.,2010-01-19 06:00,,7,120,4,10.8,0.3,884.4,1018.4,5,-0.1,0.0,nul,null,null,null,null,1,5,7,6,0.0
40754,35.7,51.3,1191.,2010-01-19 09:00,,7,180,4,13.6,0.2,882.2,1015.4,7,-2.2,null,5,2,2,null,null,1,5,5,6,null
40754,35.7,51.3,1191.,2010-01-19 12:00,,4,200,4,14.2,2.3,880.4,1012.9,6,-1.8,0.0,5,2,2,null,null,1,5,0,5,null
40754,35.7,51.3,1191.,2010-01-19 15:00,,6,290,3,13.2,0.2,881.1,1014.1,3,0.7,null,5,2,2,null,15.0,3,5,3,0,null
40754,35.7,51.3,1191.,2010-01-19 18:00,,2,280,2,11.4,3.8,881.6,1014.7,0,0.5,0.0,nul,null,null,null,null,1,4,3,0,null
40754,35.7,51.3,1191.,2010-01-19 21:00,,0,320,4,10.0,1.5,881.6,1014.4,4,0.0,null,nul,null,null,null,null,nul,null,null,null,null
,,,,,سازمان ,,,,,,,,,,,,,,,,,,,,
,,,,,دفتر فناوری اطلاعات و ارتباطات,,,,,,,,,,,,,,,,,,,,
station_i,lat,lon,hight,data,,n,dd,ff,t,td,p0,p,a,ppp,rrr,ww,w1,w2,tmin,tmax,nh,cl,cm,ch,rrr24
40754,35.7,51.3,1191.,2010-01-20 00:00,,0,330,3,10.2,-1.2,881.6,1014.3,4,0.0,0.0,nul,null,null,null,null,nul,null,null,null,null
40754,35.7,51.3,1191.,2010-01-20 03:00,,3,240,3,8.0,-1.3,882.1,1015.7,3,0.5,null,nul,null,null,7.2,null,2,4,3,0,null
